0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
1,RT @AdinaPorter: @iamAvgeropoulos was also very good tonight. #the100,also very good tonight
1,"RT @RichardSHarmon: Season 3, Episode 7. You all ready? Murphy is. #The100 https://t.co/10wc41AsKQ",season 3 episode 7 ready murphy
0,"RT @DebnamCarey: The actors on #the100, who are beyond supportive, hardworking and blow my mind with their talent! What a lucky playground …",actors beyond supportive hardworking blow mind talent lucky playground
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
-1,RT @asianscaper: You guys absolutely blew it for the queer fandom &amp; for queer rep on TV @JRothenbergTV @kimshum #The100 #Clexa  https://t.c…,guys absolutely blew queer fandom queer rep tv
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
-1,"RT @Mr_Sacho: MURPHYS PECS!
@RichardSHarmon #MiddleChest
#The100",murphys pecs
1,"RT @JRothenbergTV: I think @DebnamCarey deserves a lot of love tonight, as I know this was hard for her too. She’s one of a kind. #The100",think deserves lot love tonight know hard she’s one kind
-1,Lexa Kom Trikru ... you certainly left your mark  ⚔ I Bow Down to you #fictionalchracterattachments #The100,lexa kom trikru certainly left mark ⚔ bow down
-1,"Love you Clexa's fam, so much ❤️ #Clexa #Lexa #The100",love clexas fam much ❤️
-1,RT @skyxprisa: Lexa cried after clarke kissed her. Im never gonna be okay again #clexa #The100 https://t.co/HiERi4VKxS,lexa cried clarke kissed never gonna okay
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
-1,"I LITERALLY CRIED AND SCREAMED I WANNA SET THINGS ON FIRE TITUS YOU LITTLE SHIT I HOPE YOU DIE A SLOW, PAINFUL, INHUMANE DEATH. #The100",literally cried screamed wanna set things fire titus little shit hope die slow painful inhumane death
-1,"You already know that the next episode of #The100 will have A LOT less viewers
This was such a shitty thing to do to us",already know next episode will lot less viewers such shitty thing
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
1,WHAT WAS THAT EPISODE? WHAT DID I WITNESS? #the100,episode witness
-1,RT @clexaislove: The saddest part is that I won't even be able to tell my family/friends why I'm sad because they would only call me crazy …,saddest part wont noteven able tell familyfriends why sad only call crazy
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
0,"She's in shock, she's in absolute shock #the100",shock absolute shock
0,"RT @OKBJGM: Safe passage on your travels
Until our final journey to the ground.
May we meet again. #the100",safe passage travels our final journey ground may meet
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
1,RT @DebnamCarey: Thank you to the whole #the100 team for the beautiful and passionate collaboration of Lexa. It truly takes a team.,thank whole team beautiful passionate collaboration lexa truly takes team
1,RT @clexapower: DONT FORGET THIS!!! #The100 https://t.co/G1ZmF3lA0g,dont notforget
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
1,RT @MaryneeLahaye: I'm fine this is fine this episode is fine hahahhahHAHAH #the100 https://t.co/iUFGUUqc51,fine fine episode fine hahhahhah
-1,RT @Hello_YouHadMe: #MCM... I have a Lincoln problem. He is a savage. A perfect savage. #The100 https://t.co/mzfgPSw2m3,lincoln problem savage perfect savage
1,RT @DebnamCarey: Thank you to the whole #the100 team for the beautiful and passionate collaboration of Lexa. It truly takes a team.,thank whole team beautiful passionate collaboration lexa truly takes team
-1,RT @HedaOverHeels13: OMG! that noise U hear is my HEART SHATTERING all over again. Touching CLEXA montage--be prepared... https://t.co/gFIB…,omg noise hear heart shattering over touching clexa montagebe prepared
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
-1,This is too fucking emotional I feel sick. #Heda #The100 #Clexa  https://t.co/toBWQALxtn,fucking emotional feel sick
-1,"RT @Shadar17: ""the dead are gone, Clarke. The living are hungry."" Foreshadowing. #Lexa #The100",dead gone clarke living hungry foreshadowing
1,RT @alyciaposts: retweet if you agree. #The100 https://t.co/z0D2HEePsM,retweet agree
1,RT @DebnamCarey: Thank you to the whole #the100 team for the beautiful and passionate collaboration of Lexa. It truly takes a team.,thank whole team beautiful passionate collaboration lexa truly takes team
1,RT @DebnamCarey: Thank you to @JRothenbergTV for such an opportunity and for breaking the rules and pushing to envelope continually. #the100,thank such opportunity breaking rules pushing envelope continually
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
1,RT @Charm_Nicole: Heartbreaking...Our Heda. Beautiful and fearless to the very end... Yu gonplei ste odon. #THE100 #LEXA,heartbreakingour heda beautiful fearless very end yu gonplei ste odon
-1,@haneyshrm I wish you were here. Like you were there when I cried because Allison died. I'm so distraught AND IT'S JUST A TV SHOW #The100,wish like cried allison died distraught just tv show
1,Cool #The100,cool
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
0,@DebnamCarey May we meet again (in 3x11 of #the100 and next month when #FTWD comes back on),may meet 3x11 next month comes back
1,RT @DebnamCarey: Thank you to @JRothenbergTV for such an opportunity and for breaking the rules and pushing to envelope continually. #the100,thank such opportunity breaking rules pushing envelope continually
1,"RT @JRothenbergTV: I think @DebnamCarey deserves a lot of love tonight, as I know this was hard for her too. She’s one of a kind. #The100",think deserves lot love tonight know hard she’s one kind
1,"RT @JRothenbergTV: I think @DebnamCarey deserves a lot of love tonight, as I know this was hard for her too. She’s one of a kind. #The100",think deserves lot love tonight know hard she’s one kind
-1,the sad thing is that we know now Clarke will end up with a bloke. #Clexa #The100,sad thing know now clarke will end up bloke
-1,Lexa is still trending 😭💔#the100 @DebnamCarey https://t.co/DGU5KtGYAu,lexa still trending 😭💔
1,"RT @JRothenbergTV: I think @DebnamCarey deserves a lot of love tonight, as I know this was hard for her too. She’s one of a kind. #The100",think deserves lot love tonight know hard she’s one kind
0,RT @skyxprisa: WE need answers @JRothenbergTV @The100writers @DrLawyercop @TeelaJBrown @kimshum @OKBJGM #The100 https://t.co/wMvYPod7HH,need answers
0,"RT @DebnamCarey: The actors on #the100, who are beyond supportive, hardworking and blow my mind with their talent! What a lucky playground …",actors beyond supportive hardworking blow mind talent lucky playground
1,@JRothenbergTV #the100 @DebnamCarey #clexa hmmm we shall see whatelse u have in store for us fans bring it on roll on season finale lol,hmmm shall see whatelse store fans bring roll season finale lol
-1,Alycia is being so damn active and Eliza has not posted a thing. #the100 #imstilldying,alycia damn active eliza posted thing
-1,@VampyDeer948 @JRothenbergTV watch 4Eliza &amp; maybe the griffin theory will come true. #The100 is my life if I stop watching I'll have nothing,watch 4eliza maybe griffin theory will come true life stop watching nothing
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
-1,RT @skyxprisa: Lexa cried after clarke kissed her. Im never gonna be okay again #clexa #The100 https://t.co/HiERi4VKxS,lexa cried clarke kissed never gonna okay
1,RT @clexapower: DONT FORGET THIS!!! #The100 https://t.co/G1ZmF3lA0g,dont notforget
1,"Fankru: #the100 tag JUST stopped trending but has been replaced by LEXA tag. WORLDWIDE. 

""May we meet her again"" https://t.co/Hn2ZzcpGJ6",fankru tag just stopped trending replaced lexa tag worldwide may meet
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
-1,RT @lexareguih: this is so heartbreaking #the100 https://t.co/XNjeVFvP5O,heartbreaking
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
-1,"RT @skyxprisa: ""I dont want the next commander. i WANT YOU"" 😔 #clexa #The100 i hurts https://t.co/2aHAoiaZrl",dont notwant next commander want 😔 hurts
-1,Got totally spoiled abt #The100 and I feel sad abt what I'll have to watch ...,got totally spoiled abt feel sad abt watch
1,RT @DebnamCarey: Thank you to the whole #the100 team for the beautiful and passionate collaboration of Lexa. It truly takes a team.,thank whole team beautiful passionate collaboration lexa truly takes team
-1,Is this some kind of lesson about this fucked up world? The real heroes don't get the end they deserve? #The100 @JRothenbergTV,some kind lesson fucked up world real heroes dont notget end deserve
-1,RT @JRothenbergTV: I am extremely sad to see Lexa go. She was a character I loved so much and @DebnamCarey will be very missed. #The100,extremely sad see lexa go character loved much will very missed
1,RT @Reymie89: Beautiful portrayal of one of the best female characters on tv atm. Thank you @DebnamCarey #The100 https://t.co/G7V3ttVVMp,beautiful portrayal one best female characters tv atm thank
-1,RT @MaryneeLahaye: Now I'm actually kinda glad that Raven is straight because apparently only queer women get killed off. #The100,now actually kinda glad raven straight apparently only queer women get killed
1,"RT @HowTrite: Shout out to #The100 for reminding little lesbians that once two women fall in love, one must die. Always. That's just good t…",shout reminding little lesbians once two women fall love one must die always just good t…
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
1,RT @DebnamCarey: And thanks to the Academy - seeing I'm coming across a bit intense and getting super sappy all over your timeline... cue t…,thanks academy seeing coming across bit intense getting super sappy over timeline cue t…
1,"RT @JRothenbergTV: I think @DebnamCarey deserves a lot of love tonight, as I know this was hard for her too. She’s one of a kind. #The100",think deserves lot love tonight know hard she’s one kind
1,RT @DebnamCarey: Thank you to the whole #the100 team for the beautiful and passionate collaboration of Lexa. It truly takes a team.,thank whole team beautiful passionate collaboration lexa truly takes team
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
1,"RT @TeelaJBrown: Due to feedback, will abstain from livetweet. BTS tomorrow. Here's the main one I wanted to get out though. #the100 https:…",due feedback will abstain livetweet bts tomorrow main one wanted get though
-1,one reason to kill her in #the100 was bc of her main role in FTWD...WHO EVEN CARES ABOUT THAT SHOW,one reason kill bc main role ftwdwho even cares show
-1,If I was #Clarke I would kill everyone at Arkiadia and blame them for what has happened #The100,kill everyone arkiadia blame them happened
0,RT @DebnamCarey: @MisElizaJane - my partner in crime and one hell of a leading lady. What a powerhouse.  #the100,partner crime one hell leading lady powerhouse
1,"RT @_kimtaeyeons: THIS IS SO BEAUTIFUL 😭😚🙆 #The100 

https://t.co/tMRultTKuA",beautiful 😭😚🙆
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
-1,RT @lexareguih: this is so heartbreaking #the100 https://t.co/XNjeVFvP5O,heartbreaking
-1,#the100 I feel so many different feelings rn. I'm happy bc Clexa happened and I'm devastated bc Lexa die..Clexa were happy! It's beautiful,feel many different feelings rn happy bc clexa happened devastated bc lexa dieclexa happy beautiful
1,RT @DebnamCarey: The fans. Thank you for being there with Lexa - for your love and support.  You're the reason we get to play. #the100,fans thank lexa love support reason get play
1,"RT @JRothenbergTV: I think @DebnamCarey deserves a lot of love tonight, as I know this was hard for her too. She’s one of a kind. #The100",think deserves lot love tonight know hard she’s one kind
